"SEQ_ID","CNCI","COME","LncADeep","lncRNAnet","PLEK","RNAmining"
"ENST00000420503.1|ENSG00000218510.4|OTTHUMG00000002757.2|OTTHUMT00000096538.1|LINC00339-003|LINC00339|771|",0,0,1,0,0,0
"ENST00000416769.1|ENSG00000218510.4|OTTHUMG00000002757.2|OTTHUMT00000007795.1|LINC00339-001|LINC00339|1054|",0,0,1,0,0,0
"ENST00000404210.3|ENSG00000218510.4|OTTHUMG00000002757.2|-|LINC00339-201|LINC00339|672|",0,0,1,0,0,0
"ENST00000440767.2|ENSG00000279101.1|OTTHUMG00000003226.2|OTTHUMT00000432740.1|C1orf234-002|C1orf234|509|",1,0,1,1,0,0
"ENST00000407889.4|ENSG00000236782.3|OTTHUMG00000007539.1|OTTHUMT00000019844.1|RP11-96L14.7-001|RP11-96L14.7|694|",0,0,1,0,0,0
"ENST00000448015.1|ENSG00000227050.1|OTTHUMG00000003911.1|OTTHUMT00000011174.1|RP11-460I13.2-001|RP11-460I13.2|491|",1,0,1,1,0,0
"ENST00000447507.1|ENSG00000242125.3|OTTHUMG00000003657.2|OTTHUMT00000010375.1|SNHG3-003|SNHG3|185|",0,0,1,0,0,0
"ENST00000414763.1|ENSG00000186056.7|OTTHUMG00000003706.2|OTTHUMT00000010462.1|MATN1-AS1-003|MATN1-AS1|887|",0,0,1,0,0,0
"ENST00000515055.1|ENSG00000250135.1|OTTHUMG00000004332.3|OTTHUMT00000012526.3|RP4-622L5.2-001|RP4-622L5.2|667|",0,0,1,1,0,0
"ENST00000536543.3|ENSG00000274386.2|OTTHUMG00000188150.1|-|RP5-994D16.11-201|RP5-994D16.11|983|",1,0,1,1,1,0
"ENST00000421630.3|ENSG00000274386.2|OTTHUMG00000188150.1|OTTHUMT00000476345.1|RP5-994D16.11-001|RP5-994D16.11|471|",1,0,1,1,1,1
"ENST00000418985.1|ENSG00000228237.3|OTTHUMG00000007993.1|OTTHUMT00000021937.1|EFCAB14-AS1-002|EFCAB14-AS1|491|",0,0,1,0,0,0
"ENST00000422374.1|ENSG00000234810.1|OTTHUMG00000008246.1|OTTHUMT00000022603.1|RP11-466L17.1-001|RP11-466L17.1|4063|",0,0,1,0,1,0
"ENST00000420659.1|ENSG00000229537.3|OTTHUMG00000009147.1|OTTHUMT00000025346.1|RP11-5P4.1-001|RP11-5P4.1|445|",1,0,1,1,0,0
"ENST00000427547.1|ENSG00000229225.1|OTTHUMG00000013351.1|OTTHUMT00000037178.1|RP11-5P4.3-001|RP11-5P4.3|157|",0,0,1,0,0,0
"ENST00000415780.1|ENSG00000229956.7|OTTHUMG00000009733.8|OTTHUMT00000026645.1|ZRANB2-AS2-006|ZRANB2-AS2|249|",0,0,1,0,0,0
"ENST00000454305.1|ENSG00000230498.1|OTTHUMG00000009688.1|OTTHUMT00000026695.1|RP4-564M11.2-001|RP4-564M11.2|497|",1,0,1,0,0,0
"ENST00000452834.3|ENSG00000236268.3|OTTHUMG00000009770.1|OTTHUMT00000026940.1|LINC01361-002|LINC01361|1526|",0,0,1,0,0,0
"ENST00000421931.1|ENSG00000236268.3|OTTHUMG00000009770.1|OTTHUMT00000026939.1|LINC01361-001|LINC01361|1476|",0,0,1,0,0,0
"ENST00000602755.1|ENSG00000270066.3|OTTHUMG00000184013.1|OTTHUMT00000467753.1|SCARNA2-001|SCARNA2|427|",0,0,1,0,0,0
"ENST00000428461.1|ENSG00000231437.3|OTTHUMG00000011992.2|OTTHUMT00000033149.1|RP11-88H9.2-002|RP11-88H9.2|709|",0,0,1,0,0,0
"ENST00000617702.1|ENSG00000226067.4|OTTHUMG00000185016.1|OTTHUMT00000469446.1|LINC00869-003|LINC00869|746|",0,0,1,0,0,0
"ENST00000612313.1|ENSG00000275585.1|OTTHUMG00000185017.1|OTTHUMT00000469448.1|CH17-118O6.3-001|CH17-118O6.3|553|",1,0,1,1,0,0
"ENST00000417218.1|ENSG00000227082.1|OTTHUMG00000188235.1|OTTHUMT00000476715.1|CH17-437K3.1-001|CH17-437K3.1|3662|",1,0,1,1,1,0
"ENST00000424684.2|ENSG00000263590.2|OTTHUMG00000041568.3|OTTHUMT00000099630.2|RP11-403I13.7-002|RP11-403I13.7|5243|",0,0,1,0,0,0
"ENST00000609879.1|ENSG00000273213.1|OTTHUMG00000186366.1|OTTHUMT00000473015.1|RP5-998N21.10-001|RP5-998N21.10|700|",1,0,1,1,1,1
"ENST00000615763.1|ENSG00000277199.1|OTTHUMG00000189067.1|OTTHUMT00000478600.1|CH17-125A10.2-002|CH17-125A10.2|496|",0,0,1,1,0,0
"ENST00000621033.1|ENSG00000272419.3|OTTHUMG00000041632.4|OTTHUMT00000477555.1|RP11-403I13.8-005|RP11-403I13.8|3389|",0,0,1,0,0,0
"ENST00000401008.4|ENSG00000215859.6|OTTHUMG00000013940.2|OTTHUMT00000039109.1|PDZK1P2-001|PDZK1P2|3498|",1,1,1,1,1,0
"ENST00000440862.2|ENSG00000274020.1|OTTHUMG00000185296.3|OTTHUMT00000037960.3|LINC01138-002|LINC01138|531|",0,0,1,0,0,1
"ENST00000610578.2|ENSG00000277147.2|OTTHUMG00000182426.4|OTTHUMT00000038338.3|LINC00869-002|LINC00869|5734|",0,1,1,1,1,0
"ENST00000613574.2|ENSG00000234232.4|OTTHUMG00000013955.5|OTTHUMT00000039137.3|RP11-353N4.5-001|RP11-353N4.5|537|",1,0,1,1,0,0
"ENST00000609662.1|ENSG00000234232.4|OTTHUMG00000013955.5|OTTHUMT00000472692.2|RP11-353N4.5-004|RP11-353N4.5|438|",1,0,1,1,0,0
"ENST00000615436.1|ENSG00000234232.4|OTTHUMG00000013955.5|OTTHUMT00000472685.4|RP11-353N4.5-003|RP11-353N4.5|366|",1,0,1,0,0,0
"ENST00000622585.1|ENSG00000234232.4|OTTHUMG00000013955.5|OTTHUMT00000472686.3|RP11-353N4.5-002|RP11-353N4.5|438|",0,0,1,0,0,0
"ENST00000494138.2|ENSG00000232671.3|OTTHUMG00000012346.6|OTTHUMT00000034396.2|RP11-126K1.2-002|RP11-126K1.2|307|",0,1,1,0,0,0
"ENST00000497086.3|ENSG00000271853.3|OTTHUMG00000185744.1|OTTHUMT00000471130.1|RP1-178F15.5-002|RP1-178F15.5|753|",0,0,1,1,0,0
"ENST00000457239.1|ENSG00000229961.1|OTTHUMG00000041327.1|OTTHUMT00000099026.1|RP11-71G12.1-001|RP11-71G12.1|471|",0,0,1,0,0,0
"ENST00000434098.1|ENSG00000237189.1|OTTHUMG00000017483.1|OTTHUMT00000046273.1|RP11-85G21.2-001|RP11-85G21.2|156|",0,0,1,0,0,0
"ENST00000537821.2|ENSG00000273112.1|OTTHUMG00000185955.1|OTTHUMT00000471824.1|RP11-25K21.6-001|RP11-25K21.6|553|",1,0,1,0,0,0
"ENST00000354921.5|ENSG00000254154.6|OTTHUMG00000035027.22|OTTHUMT00000084770.19|RP4-798P15.3-003|RP4-798P15.3|4998|",1,0,1,1,1,0
"ENST00000466953.4|ENSG00000254154.6|OTTHUMG00000035027.22|OTTHUMT00000393728.1|RP4-798P15.3-002|RP4-798P15.3|6212|",1,1,1,1,1,0
"ENST00000464428.2|ENSG00000254154.6|OTTHUMG00000035027.22|OTTHUMT00000393729.1|RP4-798P15.3-001|RP4-798P15.3|5890|",1,0,1,1,1,0
"ENST00000567150.1|ENSG00000261060.1|OTTHUMG00000176142.2|OTTHUMT00000431563.2|RP11-545A16.4-001|RP11-545A16.4|934|",0,0,1,0,0,0
"ENST00000563533.3|ENSG00000261024.4|OTTHUMG00000035393.2|OTTHUMT00000085799.1|GS1-279B7.1-002|GS1-279B7.1|635|",0,0,1,0,0,0
"ENST00000448412.2|ENSG00000226640.2|OTTHUMG00000035690.2|OTTHUMT00000086762.2|RP11-21J7.1-001|RP11-21J7.1|401|",0,0,1,0,0,0
"ENST00000442684.1|ENSG00000243636.1|OTTHUMG00000036253.1|OTTHUMT00000088206.1|RP11-164O23.7-001|RP11-164O23.7|945|",1,0,1,1,0,0
"ENST00000534914.3|ENSG00000153363.10|OTTHUMG00000036998.4|OTTHUMT00000475267.1|LINC00467-003|LINC00467|1006|",0,0,1,1,0,0
"ENST00000448567.2|ENSG00000153363.10|OTTHUMG00000036998.4|OTTHUMT00000089832.2|LINC00467-002|LINC00467|478|",0,0,1,1,0,0
"ENST00000427949.1|ENSG00000235862.2|OTTHUMG00000041085.1|OTTHUMT00000098530.1|RP11-338C15.5-001|RP11-338C15.5|2225|",1,0,1,0,0,0
"ENST00000448808.1|ENSG00000228106.3|OTTHUMG00000037767.4|OTTHUMT00000100398.1|RP11-452F19.3-012|RP11-452F19.3|130|",0,0,1,0,0,0
"ENST00000495684.2|ENSG00000278610.1|OTTHUMG00000186730.1|OTTHUMT00000473680.1|RP11-455P21.3-001|RP11-455P21.3|564|",0,0,1,1,0,0
"ENST00000437416.1|ENSG00000233384.1|OTTHUMG00000037718.1|OTTHUMT00000092019.1|RP11-100E13.1-001|RP11-100E13.1|403|",0,0,1,1,0,0
"ENST00000443207.1|ENSG00000229291.1|OTTHUMG00000041435.1|OTTHUMT00000099245.1|RP4-580N22.2-001|RP4-580N22.2|190|",0,1,1,0,0,0
"ENST00000450451.1|ENSG00000237250.3|OTTHUMG00000039587.1|OTTHUMT00000095477.1|RP11-193H5.1-001|RP11-193H5.1|3127|",1,0,1,1,1,0
"ENST00000437691.1|ENSG00000231512.3|OTTHUMG00000039860.1|OTTHUMT00000096162.1|RP11-261C10.2-004|RP11-261C10.2|346|",0,0,1,0,0,1
"ENST00000419891.1|ENSG00000239395.1|OTTHUMG00000041416.2|OTTHUMT00000099209.2|RP11-634B7.5-001|RP11-634B7.5|453|",0,0,1,0,0,0
"ENST00000426444.1|ENSG00000239395.1|OTTHUMG00000041416.2|OTTHUMT00000099210.1|RP11-634B7.5-002|RP11-634B7.5|491|",0,0,1,0,0,0
"ENST00000437830.3|ENSG00000229703.4|OTTHUMG00000153448.3|OTTHUMT00000474255.1|XX-CR54.1-001|XX-CR54.1|454|",0,0,1,1,0,0
"ENST00000607241.1|ENSG00000271855.1|OTTHUMG00000185545.1|OTTHUMT00000470690.1|RP11-214N9.1-001|RP11-214N9.1|877|",0,0,1,0,0,0
"ENST00000425235.1|ENSG00000233502.1|OTTHUMG00000151705.2|OTTHUMT00000323551.2|AC104794.4-001|AC104794.4|312|",0,0,1,0,0,0
"ENST00000438414.1|ENSG00000232642.1|OTTHUMG00000151892.1|OTTHUMT00000324296.1|AC008073.7-002|AC008073.7|674|",0,0,1,0,0,0
"ENST00000451291.3|ENSG00000224165.3|OTTHUMG00000151981.2|OTTHUMT00000324698.1|DNAJC27-AS1-007|DNAJC27-AS1|488|",0,0,1,0,0,0
"ENST00000422449.1|ENSG00000224165.3|OTTHUMG00000151981.2|OTTHUMT00000324693.1|DNAJC27-AS1-002|DNAJC27-AS1|363|",0,0,1,0,0,0
"ENST00000421842.1|ENSG00000224165.3|OTTHUMG00000151981.2|OTTHUMT00000324694.1|DNAJC27-AS1-003|DNAJC27-AS1|255|",0,0,1,0,0,0
"ENST00000505973.1|ENSG00000259080.1|OTTHUMG00000171804.1|OTTHUMT00000415181.1|RP11-158I13.2-001|RP11-158I13.2|1741|",1,1,1,1,0,0
"ENST00000617415.1|ENSG00000276517.1|OTTHUMG00000188158.1|OTTHUMT00000476392.1|AL133243.2-001|AL133243.2|3004|",1,0,1,0,1,0
"ENST00000457097.1|ENSG00000235586.1|OTTHUMG00000153432.1|OTTHUMT00000331178.1|AC011247.3-001|AC011247.3|233|",0,0,1,1,0,0
"ENST00000599740.1|ENSG00000227028.4|OTTHUMG00000152308.4|OTTHUMT00000461544.1|SLC8A1-AS1-017|SLC8A1-AS1|137|",0,0,1,0,0,0
"ENST00000444871.2|ENSG00000259439.2|OTTHUMG00000172199.2|OTTHUMT00000326187.3|RP11-89K21.1-003|RP11-89K21.1|581|",0,0,1,0,0,0
"ENST00000422294.2|ENSG00000239332.3|OTTHUMG00000153081.3|OTTHUMT00000329426.1|LINC01119-004|LINC01119|409|",0,0,1,0,0,0
"ENST00000462959.2|ENSG00000274769.1|OTTHUMG00000129421.9|OTTHUMT00000325480.1|RP11-493E12.3-001|RP11-493E12.3|1383|",1,1,1,0,1,0
"ENST00000428647.1|ENSG00000232164.1|OTTHUMG00000152809.2|OTTHUMT00000328010.2|AC092669.3-001|AC092669.3|1679|",0,0,1,1,0,0
"ENST00000612430.1|ENSG00000179818.11|OTTHUMG00000153728.8|OTTHUMT00000475928.1|PCBP1-AS1-066|PCBP1-AS1|222|",0,0,1,0,0,0
"ENST00000609751.2|ENSG00000230606.8|OTTHUMG00000152989.8|OTTHUMT00000472718.1|AC159540.1-016|AC159540.1|671|",0,0,1,0,0,0
"ENST00000458149.5|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000329295.2|LINC01125-003|LINC01125|830|",1,0,1,1,0,1
"ENST00000598144.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461944.1|LINC01125-011|LINC01125|666|",1,0,1,0,0,0
"ENST00000599015.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461945.1|LINC01125-010|LINC01125|623|",1,0,1,1,0,0
"ENST00000601499.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461946.1|LINC01125-007|LINC01125|713|",1,0,1,1,0,1
"ENST00000600331.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461947.1|LINC01125-009|LINC01125|737|",1,0,1,1,0,1
"ENST00000598824.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461948.1|LINC01125-015|LINC01125|665|",1,0,1,1,0,0
"ENST00000601580.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461949.1|LINC01125-016|LINC01125|728|",1,0,1,1,0,1
"ENST00000596069.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461950.1|LINC01125-026|LINC01125|827|",1,0,1,0,0,0
"ENST00000599501.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461951.1|LINC01125-014|LINC01125|665|",1,0,1,1,0,0
"ENST00000595492.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461952.1|LINC01125-027|LINC01125|724|",1,0,1,1,0,1
"ENST00000599435.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461954.1|LINC01125-025|LINC01125|701|",0,0,1,1,0,0
"ENST00000601509.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461957.1|LINC01125-021|LINC01125|1075|",1,0,1,1,0,1
"ENST00000600606.3|ENSG00000228486.7|OTTHUMG00000153062.7|OTTHUMT00000461959.1|LINC01125-006|LINC01125|728|",1,0,1,1,0,0
"ENST00000454928.3|ENSG00000186148.9|OTTHUMG00000153222.3|OTTHUMT00000330195.2|AC013271.3-002|AC013271.3|1959|",1,0,1,1,0,0
"ENST00000568189.3|ENSG00000261760.4|OTTHUMG00000176121.2|OTTHUMT00000431537.1|RP11-1223D19.1-009|RP11-1223D19.1|735|",1,0,1,0,0,0
"ENST00000566951.3|ENSG00000261760.4|OTTHUMG00000176121.2|OTTHUMT00000431539.1|RP11-1223D19.1-008|RP11-1223D19.1|533|",0,0,1,1,0,0
"ENST00000562613.1|ENSG00000261760.4|OTTHUMG00000176121.2|OTTHUMT00000431540.1|RP11-1223D19.1-010|RP11-1223D19.1|552|",0,0,1,1,0,0
"ENST00000488671.1|ENSG00000273471.1|OTTHUMG00000186050.1|OTTHUMT00000472131.1|RP13-1039J1.4-001|RP13-1039J1.4|1528|",1,0,1,1,0,0
"ENST00000577914.1|ENSG00000265451.1|OTTHUMG00000179705.1|OTTHUMT00000447741.1|RP11-204L24.2-001|RP11-204L24.2|682|",0,0,1,0,0,0
"ENST00000454927.4|ENSG00000237524.5|OTTHUMG00000153376.3|OTTHUMT00000330935.3|AC114783.1-003|AC114783.1|387|",1,0,1,1,0,0
"ENST00000458326.3|ENSG00000237524.5|OTTHUMG00000153376.3|OTTHUMT00000330936.2|AC114783.1-004|AC114783.1|714|",0,0,1,1,0,0
"ENST00000437793.1|ENSG00000237524.5|OTTHUMG00000153376.3|OTTHUMT00000330950.1|AC114783.1-006|AC114783.1|395|",1,0,1,1,0,1
"ENST00000437330.1|ENSG00000229203.1|OTTHUMG00000153714.1|OTTHUMT00000332207.1|AC103564.7-001|AC103564.7|562|",1,0,1,1,0,0
"ENST00000596747.3|ENSG00000226674.6|OTTHUMG00000153701.5|OTTHUMT00000462130.1|TEX41-015|TEX41|815|",1,0,1,0,0,0
"ENST00000449714.1|ENSG00000231969.1|OTTHUMG00000153745.1|OTTHUMT00000332308.1|AC144449.1-001|AC144449.1|1022|",0,0,1,0,0,0
"ENST00000505579.1|ENSG00000251621.1|OTTHUMG00000153887.3|OTTHUMT00000332844.3|AC009487.5-001|AC009487.5|560|",0,0,1,1,0,0
"ENST00000418620.1|ENSG00000224638.1|OTTHUMG00000154132.1|OTTHUMT00000333988.1|AC106900.6-001|AC106900.6|456|",0,0,1,0,0,0
"ENST00000624790.1|ENSG00000280414.1|OTTHUMG00000187125.1|OTTHUMT00000474458.1|RP11-572N21.1-001|RP11-572N21.1|3129|",0,0,1,1,1,0
"ENST00000455416.1|ENSG00000229337.1|OTTHUMG00000154102.1|OTTHUMT00000333896.1|AC079305.8-001|AC079305.8|218|",0,0,1,0,0,0
"ENST00000431752.1|ENSG00000237298.6|OTTHUMG00000133536.9|OTTHUMT00000335706.2|TTN-AS1-050|TTN-AS1|609|",0,0,1,0,0,0
"ENST00000604692.1|ENSG00000270956.1|OTTHUMG00000185185.1|OTTHUMT00000469760.1|RP11-65L3.4-001|RP11-65L3.4|675|",0,0,1,0,0,0
"ENST00000413911.1|ENSG00000235852.1|OTTHUMG00000154511.1|OTTHUMT00000335622.1|AC005540.3-001|AC005540.3|919|",0,0,1,1,0,0
"ENST00000447111.1|ENSG00000231903.1|OTTHUMG00000154582.1|OTTHUMT00000336165.1|AC079354.5-001|AC079354.5|311|",0,0,1,1,0,0
"ENST00000412951.1|ENSG00000230695.1|OTTHUMG00000154840.1|OTTHUMT00000337330.1|AC012462.1-001|AC012462.1|131|",0,0,1,0,0,0
"ENST00000454416.1|ENSG00000224376.1|OTTHUMG00000153881.1|OTTHUMT00000332831.1|AC017104.6-002|AC017104.6|466|",1,1,1,0,0,0
"ENST00000623215.1|ENSG00000279809.1|OTTHUMG00000059127.2|OTTHUMT00000131003.2|AC005538.3-002|AC005538.3|1864|",1,0,1,1,1,0
"ENST00000456601.1|ENSG00000225057.2|OTTHUMG00000133338.5|OTTHUMT00000328366.2|AC096574.4-001|AC096574.4|2509|",1,0,1,1,1,0
"ENST00000437438.1|ENSG00000215023.2|OTTHUMG00000151472.1|OTTHUMT00000322791.1|AC114730.5-001|AC114730.5|739|",0,0,1,0,0,0
"ENST00000424349.1|ENSG00000225733.3|OTTHUMG00000155555.1|OTTHUMT00000340625.1|FGD5-AS1-003|FGD5-AS1|3792|",0,0,1,0,1,0
"ENST00000417835.1|ENSG00000225733.3|OTTHUMG00000155555.1|OTTHUMT00000340626.1|FGD5-AS1-004|FGD5-AS1|1630|",0,0,1,0,0,0
"ENST00000616960.2|ENSG00000274840.2|OTTHUMG00000189276.1|-|RP11-320G10.1-201|RP11-320G10.1|339|",0,0,1,0,0,0
"ENST00000620754.2|ENSG00000228791.5|OTTHUMG00000155683.4|OTTHUMT00000475968.1|THRB-AS1-006|THRB-AS1|260|",0,0,1,0,0,0
"ENST00000610876.2|ENSG00000228791.5|OTTHUMG00000155683.4|OTTHUMT00000475969.1|THRB-AS1-007|THRB-AS1|311|",0,0,1,0,0,0
"ENST00000356047.3|ENSG00000235493.1|OTTHUMG00000155651.1|OTTHUMT00000340997.1|AC092415.1-002|AC092415.1|755|",1,0,1,1,0,0
"ENST00000443912.3|ENSG00000228214.4|OTTHUMG00000155718.2|OTTHUMT00000341376.1|LINC00693-002|LINC00693|562|",1,0,1,1,0,0
"ENST00000487368.2|ENSG00000273328.3|OTTHUMG00000189111.1|OTTHUMT00000478829.1|RP11-141M3.6-001|RP11-141M3.6|439|",0,0,1,0,0,0
"ENST00000563780.1|ENSG00000259970.1|OTTHUMG00000155919.2|OTTHUMT00000346436.1|AC099668.5-002|AC099668.5|423|",0,0,1,1,0,0
"ENST00000472761.1|ENSG00000242797.3|OTTHUMG00000158379.1|OTTHUMT00000350827.1|GLYCTK-AS1-004|GLYCTK-AS1|109|",0,0,1,0,0,0
"ENST00000567252.1|ENSG00000242120.3|OTTHUMG00000158801.2|OTTHUMT00000352248.2|RP11-231I13.2-001|RP11-231I13.2|778|",1,0,1,1,0,0
"ENST00000497946.1|ENSG00000242190.1|OTTHUMG00000159005.1|OTTHUMT00000352851.1|RP11-142L1.1-001|RP11-142L1.1|376|",0,0,1,0,0,0
"ENST00000473136.2|ENSG00000229729.4|OTTHUMG00000189407.1|OTTHUMT00000479603.1|RP11-159G9.5-001|RP11-159G9.5|1377|",1,0,1,1,1,0
"ENST00000623596.1|ENSG00000229729.4|OTTHUMG00000189407.1|OTTHUMT00000479604.1|RP11-159G9.5-003|RP11-159G9.5|548|",1,0,1,1,0,1
"ENST00000498458.2|ENSG00000229729.4|OTTHUMG00000189407.1|OTTHUMT00000479605.1|RP11-159G9.5-002|RP11-159G9.5|664|",0,0,1,1,1,0
"ENST00000609682.1|ENSG00000256628.3|OTTHUMG00000159176.1|OTTHUMT00000353704.1|ZBTB11-AS1-001|ZBTB11-AS1|2743|",0,0,1,0,0,0
"ENST00000485473.1|ENSG00000206532.2|OTTHUMG00000159242.1|OTTHUMT00000354058.1|RP11-553A10.1-002|RP11-553A10.1|856|",0,0,1,0,0,0
"ENST00000383686.2|ENSG00000206532.2|OTTHUMG00000159242.1|OTTHUMT00000354057.1|RP11-553A10.1-001|RP11-553A10.1|820|",1,0,1,1,0,0
"ENST00000494869.1|ENSG00000240661.1|OTTHUMG00000159404.1|OTTHUMT00000355136.1|RP11-174O3.3-001|RP11-174O3.3|813|",1,0,1,1,0,0
"ENST00000622381.2|ENSG00000241288.5|OTTHUMG00000159585.4|OTTHUMT00000475999.1|RP11-379B18.5-016|RP11-379B18.5|394|",0,0,1,0,0,0
"ENST00000498297.1|ENSG00000231305.3|OTTHUMG00000159813.1|OTTHUMT00000357491.1|RP11-723O4.2-001|RP11-723O4.2|1298|",1,0,1,1,0,0
"ENST00000480931.1|ENSG00000231305.3|OTTHUMG00000159813.1|OTTHUMT00000357492.1|RP11-723O4.2-002|RP11-723O4.2|700|",1,0,1,1,0,0
"ENST00000603884.3|ENSG00000271270.3|OTTHUMG00000185164.1|OTTHUMT00000469707.1|TMCC1-AS1-002|TMCC1-AS1|556|",0,0,1,0,0,0
"ENST00000605698.1|ENSG00000271270.3|OTTHUMG00000185164.1|OTTHUMT00000469709.1|TMCC1-AS1-003|TMCC1-AS1|1041|",0,0,1,0,0,0
"ENST00000604747.1|ENSG00000271270.3|OTTHUMG00000185164.1|OTTHUMT00000469710.1|TMCC1-AS1-004|TMCC1-AS1|413|",0,0,1,0,0,0
"ENST00000474979.3|ENSG00000242104.3|OTTHUMG00000159357.3|OTTHUMT00000354923.2|RP11-340E6.1-001|RP11-340E6.1|976|",1,0,1,1,0,0
"ENST00000466836.1|ENSG00000241313.2|OTTHUMG00000159618.1|OTTHUMT00000356527.1|WWTR1-AS1-004|WWTR1-AS1|468|",0,0,1,0,0,0
"ENST00000487238.3|ENSG00000243176.3|OTTHUMG00000158749.1|OTTHUMT00000352026.1|RP11-550I24.2-004|RP11-550I24.2|483|",0,0,1,0,0,0
"ENST00000475102.1|ENSG00000243176.3|OTTHUMG00000158749.1|OTTHUMT00000352024.1|RP11-550I24.2-002|RP11-550I24.2|384|",0,0,1,0,0,0
"ENST00000449623.3|ENSG00000228804.3|OTTHUMG00000156439.2|OTTHUMT00000344200.2|RP11-211G3.3-001|RP11-211G3.3|672|",0,0,1,1,0,0
"ENST00000457233.3|ENSG00000242086.6|OTTHUMG00000155834.7|OTTHUMT00000341948.1|LINC00969-039|LINC00969|1279|",1,0,1,1,0,0
"ENST00000452844.3|ENSG00000242086.6|OTTHUMG00000155834.7|OTTHUMT00000341952.1|LINC00969-042|LINC00969|583|",1,0,1,1,0,0
"ENST00000429897.3|ENSG00000242086.6|OTTHUMG00000155834.7|OTTHUMT00000341949.1|LINC00969-040|LINC00969|2131|",1,0,1,1,0,0
"ENST00000453324.3|ENSG00000242086.6|OTTHUMG00000155834.7|OTTHUMT00000341950.1|LINC00969-041|LINC00969|1439|",1,0,1,0,0,0
"ENST00000445430.3|ENSG00000242086.6|OTTHUMG00000155834.7|OTTHUMT00000341951.1|LINC00969-038|LINC00969|4208|",1,0,1,1,0,0
"ENST00000425425.1|ENSG00000242086.6|OTTHUMG00000155834.7|OTTHUMT00000341953.1|LINC00969-043|LINC00969|525|",0,0,1,0,0,0
